wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00010521,K03A11.4,K03A11.4,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010521,K03A11.4,K03A11.4,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010521,K03A11.4,K03A11.4,none available ,Is predicted to have catalytic activity. ,not known ,GO:0032504,multicellular organism reproduction,The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010522,K03A11.5,K03A11.5,none available ,Is enriched in intestine and neurons based on microarray;  tiling array; and RNA-seq studies. Is affected by several genes including daf-16;  daf-2; and glp-1 based on microarray; tiling array; and RNA-seq studies. Is affected  by six chemicals including bisphenol S; stavudine; and Sodium Chloride based on  RNA-seq and microarray studies. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00010522,K03A11.5,K03A11.5,none available ,Is enriched in intestine and neurons based on microarray;  tiling array; and RNA-seq studies. Is affected by several genes including daf-16;  daf-2; and glp-1 based on microarray; tiling array; and RNA-seq studies. Is affected  by six chemicals including bisphenol S; stavudine; and Sodium Chloride based on  RNA-seq and microarray studies. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0004497,monooxygenase activity,Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0005506,iron ion binding,Interacting selectively and non-covalently with iron (Fe) ions.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0016491,oxidoreductase activity,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0020037,heme binding,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00010706,cyp-14A2,K09A11.3,"cyp-14A2 encodes one of ~80 C. elegans cytochrome P450s: membrane-associated,  heme-containing NADPH-dependent monooxygenases that catalyze the oxidative metabolism  of a variety of exogenous compounds and endogenous substrates. ",Is an ortholog of human CYP2U1 (cytochrome P450 family 2  subfamily U member 1). Is predicted to have heme binding activity; iron ion binding  activity; and oxidoreductase activity. Is expressed in intestine. Human ortholog(s)  of this gene are implicated in hereditary spastic paraplegia 56; lung cancer; and  rickets. ,CYtochrome P450 family ,GO:0055114,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00010996,R03G8.1,R03G8.1,none available ,Is predicted to have catalytic activity. ,not known ,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00010996,R03G8.1,R03G8.1,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00010996,R03G8.1,R03G8.1,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00010996,R03G8.1,R03G8.1,none available ,Is predicted to have catalytic activity. ,not known ,GO:0032504,multicellular organism reproduction,The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00010998,R03G8.3,R03G8.3,none available ,Is predicted to have catalytic activity. ,not known ,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00010998,R03G8.3,R03G8.3,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010998,R03G8.3,R03G8.3,none available ,Is predicted to have catalytic activity. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010998,R03G8.3,R03G8.3,none available ,Is predicted to have catalytic activity. ,not known ,GO:0032504,multicellular organism reproduction,The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00010999,R03G8.4,R03G8.4,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0004177,aminopeptidase activity,Catalysis of the hydrolysis of N-terminal amino acid residues from in a polypeptide chain.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0006508,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0008233,peptidase activity,Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0008237,metallopeptidase activity,"Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0016787,hydrolase activity,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0042277,peptide binding,"Interacting selectively and non-covalently with peptides, any of a group of organic compounds comprising two or more amino acids linked by peptide bonds.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0043171,peptide catabolic process,"The chemical reactions and pathways resulting in the breakdown of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011000,R03G8.6,R03G8.6,none available ,Is predicted to have metalloaminopeptidase activity; peptide  binding activity; and zinc ion binding activity. ,not known ,GO:0070006,metalloaminopeptidase activity,"Catalysis of the hydrolysis of N-terminal amino acid residues from a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011152,R09A8.1,R09A8.1a,none available ,Is enriched in germ line based on RNA-seq studies. Is affected  by several genes including daf-2; hsf-1; and clk-1 based on microarray and RNA-seq  studies. Is affected by nine chemicals including Alovudine; stavudine; and Zidovudine  based on RNA-seq and microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011153,R09A8.2,R09A8.2,none available ,Is enriched in AB and germ line based on RNA-seq studies.  Is affected by several genes including daf-2; let-7; and dpy-10 based on microarray;  RNA-seq; and proteomic studies. Is affected by eleven chemicals including D-glucose;  bisphenol A; and Alovudine based on RNA-seq and microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011154,R09A8.5,R09A8.5,none available ,Is expressed in alimentary muscle; body wall musculature;  rectal valve cell; and tail hypodermis. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011154,R09A8.5,R09A8.5,none available ,Is expressed in alimentary muscle; body wall musculature;  rectal valve cell; and tail hypodermis. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0008194,UDP-glycosyltransferase activity,Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0015020,glucuronosyltransferase activity,Catalysis of the reaction: UDP-glucuronate + acceptor = UDP + acceptor beta-D-glucuronoside.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0016740,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0016757,"transferase activity, transferring glycosyl groups",Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0016758,"transferase activity, transferring hexosyl groups",Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011564,ugt-50,T07C5.1b,none available ,Is an ortholog of human UGT3A2 (UDP glycosyltransferase family  3 member A2). Is predicted to have UDP-glycosyltransferase activity. Is expressed  in PVQ; intestine; and lateral ganglion. ,UDP-GlucuronosylTransferase ,GO:0043231,intracellular membrane-bounded organelle,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011565,nhr-272,T07C5.2,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011566,nhr-214,T07C5.3,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. Is expressed  in head neurons. ,Nuclear Hormone Receptor family ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00011567,nhr-215,T07C5.4,none available ,Is enriched in AFD; ASER; PLM; and neurons based on RNA-seq  and microarray studies. Is affected by several genes including clk-1; eat-2; and  alg-1 based on tiling array; microarray; and RNA-seq studies. Is affected by five  chemicals including methylmercuric chloride; metformin; and Sirolimus based on microarray  and RNA-seq studies. ,Nuclear Hormone Receptor family ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011568,nhr-26,T07C5.5,none available ,Is predicted to have DNA-binding transcription factor activity;  sequence-specific DNA binding activity; and zinc ion binding activity. ,Nuclear Hormone Receptor family ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00011770,T14G8.2,T14G8.2,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins. ",Is enriched in Z1.p; Z4.a; male distal tip cell; and somatic  gonad precursor based on RNA-seq studies. Is affected by several genes including  daf-16; daf-2; and eat-2 based on tiling array; microarray; and RNA-seq studies.  Is affected by six chemicals including methylmercuric chloride; Mianserin; and Rifampin  based on microarray and RNA-seq studies. ,not known ,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,TRUE,FALSE,TRUE,TRUE,NA
